artist,artist_norm,n_reviews,is_various,is_suspicious_token,artist_spotify,match_type,score,spotify_artist_id
ben browning,ben browning,1,False,False,,,0.0,
ben chasny,ben chasny,1,False,False,,,0.0,
ben folds,ben folds,1,False,False,,,0.0,
ben gibbard,ben gibbard,1,False,False,,,0.0,
ben khan,ben khan,1,False,False,,,0.0,
ben salisbury,ben salisbury,1,False,False,,,0.0,
ben sollee,ben sollee,1,False,False,,,0.0,
ben ufo,ben ufo,1,False,False,,,0.0,
ben watt,ben watt,1,False,False,,,0.0,
benedek,benedek,1,False,False,,,0.0,
benevento,benevento,1,False,False,,,0.0,
benga,benga,1,False,False,,,0.0,
benjamin brunn,benjamin brunn,1,False,False,,,0.0,
benjamin gibbard,benjamin gibbard,1,False,False,,,0.0,
benjamin lazar davis,benjamin lazar davis,1,False,False,,,0.0,
benji hughes,benji hughes,1,False,False,,,0.0,
benni hemm hemm,benni hemm hemm,1,False,False,,,0.0,
benny hester,benny hester,1,False,False,,,0.0,
bergheim 34,bergheim 34,1,False,False,,,0.0,
berner,berner,1,False,False,,,0.0,
best of seth,best of seth,1,False,False,,,0.0,
beth gibbons,beth gibbons,1,False,False,,,0.0,
beth hirsch,beth hirsch,1,False,False,,,0.0,
beth israel,beth israel,1,False,False,,,0.0,
bevel,bevel,1,False,False,,,0.0,
beverly,beverly,1,False,False,,,0.0,
bexar bexar,bexar bexar,1,False,False,,,0.0,
bibi bourelly,bibi bourelly,1,False,False,,,0.0,
big baby gandhi,big baby gandhi,1,False,False,,,0.0,
big black delta,big black delta,1,False,False,,,0.0,
big boys,big boys,1,False,False,,,0.0,
big dipper,big dipper,1,False,False,,,0.0,
big grams,big grams,1,False,False,,,0.0,
big noble,big noble,1,False,False,,,0.0,
big thief,big thief,1,False,False,,,0.0,
big'n,big'n,1,False,False,,,0.0,
bigger lovers,bigger lovers,1,False,False,,,0.0,
biirdie,biirdie,1,False,False,,,0.0,
bike for three!,bike for three!,1,False,False,,,0.0,
bill dixon,bill dixon,1,False,False,,,0.0,
bill frisell,bill frisell,1,False,False,,,0.0,
bill hicks,bill hicks,1,False,False,,,0.0,
bill ryder-jones,bill ryder-jones,1,False,False,,,0.0,
bill wells,bill wells,1,False,False,,,0.0,
billow observatory,billow observatory,1,False,False,,,0.0,
billy corgan,billy corgan,1,False,False,,,0.0,
billy hart,billy hart,1,False,False,,,0.0,
billy mahonie,billy mahonie,1,False,False,,,0.0,
billy woods,billy woods,1,False,False,,,0.0,
bing ji ling,bing ji ling,1,False,False,,,0.0,
binki shapiro,binki shapiro,1,False,False,,,0.0,
bionaut,bionaut,1,False,False,,,0.0,
bird show,bird show,1,False,False,,,0.0,
birdapres,birdapres,1,False,False,,,0.0,
birddog,birddog,1,False,False,,,0.0,
birdman,birdman,1,False,False,,,0.0,
birdtree,birdtree,1,False,False,,,0.0,
birdwatcher,birdwatcher,1,False,False,,,0.0,
bishop nehru,bishop nehru,1,False,False,,,0.0,
bison b.c.,bison b.c.,1,False,False,,,0.0,
bitter,bitter,1,False,False,,,0.0,
bitter weeks,bitter weeks,1,False,False,,,0.0,
biz markie,biz markie,1,False,False,,,0.0,
bj the chicago kid,bj the chicago kid,1,False,False,,,0.0,
bjarki,bjarki,1,False,False,,,0.0,
black anvil,black anvil,1,False,False,,,0.0,
black breath,black breath,1,False,False,,,0.0,
black cat music,black cat music,1,False,False,,,0.0,
black cat orchestra,black cat orchestra,1,False,False,,,0.0,
black cilice,black cilice,1,False,False,,,0.0,
black dog,black dog,1,False,False,,,0.0,
black eagle child,black eagle child,1,False,False,,,0.0,
black flag,black flag,1,False,False,,,0.0,
black host,black host,1,False,False,,,0.0,
black math horseman,black math horseman,1,False,False,,,0.0,
black meteoric star,black meteoric star,1,False,False,,,0.0,
black mold,black mold,1,False,False,,,0.0,
black prairie,black prairie,1,False,False,,,0.0,
black pus,black pus,1,False,False,,,0.0,
black rain,black rain,1,False,False,,,0.0,
black sifichi,black sifichi,1,False,False,,,0.0,
black spade,black spade,1,False,False,,,0.0,
black strobe,black strobe,1,False,False,,,0.0,
black sunday,black sunday,1,False,False,,,0.0,
black tambourine,black tambourine,1,False,False,,,0.0,
blackstrap,blackstrap,1,False,False,,,0.0,
blake babies,blake babies,1,False,False,,,0.0,
blake miller,blake miller,1,False,False,,,0.0,
blakroc,blakroc,1,False,False,,,0.0,
blanche,blanche,1,False,False,,,0.0,
blawan,blawan,1,False,False,,,0.0,
blectum from blechdom,blectum from blechdom,1,False,False,,,0.0,
blessed initiative,blessed initiative,1,False,False,,,0.0,
blevin blectum,blevin blectum,1,False,False,,,0.0,
blight,blight,1,False,False,,,0.0,
blk jks,blk jks,1,False,False,,,0.0,
blood ceremony,blood ceremony,1,False,False,,,0.0,
blood red shoes,blood red shoes,1,False,False,,,0.0,
bloodiest,bloodiest,1,False,False,,,0.0,
bloodkin,bloodkin,1,False,False,,,0.0,
bloodyminded,bloodyminded,1,False,False,,,0.0,
blossom toes,blossom toes,1,False,False,,,0.0,
blowout,blowout,1,False,False,,,0.0,
blue,blue,1,False,False,,,0.0,
blue black,blue black,1,False,False,,,0.0,
blue cheer,blue cheer,1,False,False,,,0.0,
blue daisy,blue daisy,1,False,False,,,0.0,
blue giant,blue giant,1,False,False,,,0.0,
blue hawaii,blue hawaii,1,False,False,,,0.0,
blue scholars,blue scholars,1,False,False,,,0.0,
blue sky black death,blue sky black death,1,False,False,,,0.0,
blue states,blue states,1,False,False,,,0.0,
blue water white death,blue water white death,1,False,False,,,0.0,
bluegrazer,bluegrazer,1,False,False,,,0.0,
blueline medic,blueline medic,1,False,False,,,0.0,
blues explosion,blues explosion,1,False,False,,,0.0,
blues goblins,blues goblins,1,False,False,,,0.0,
blumm,blumm,1,False,False,,,0.0,
bnjmn,bnjmn,1,False,False,,,0.0,
bo anders persson,bo anders persson,1,False,False,,,0.0,
bo ningen,bo ningen,1,False,False,,,0.0,
bo wiget,bo wiget,1,False,False,,,0.0,
boardwalk,boardwalk,1,False,False,,,0.0,
boas,boas,1,False,False,,,0.0,
bob,bob,1,False,False,,,0.0,
bob desper,bob desper,1,False,False,,,0.0,
bob kimbell,bob kimbell,1,False,False,,,0.0,
bob weir,bob weir,1,False,False,,,0.0,
bobb trimble,bobb trimble,1,False,False,,,0.0,
bobbie gentry,bobbie gentry,1,False,False,,,0.0,
bobby bare,bobby bare,1,False,False,,,0.0,
bobby bare jr.,bobby bare jr.,1,False,False,,,0.0,
bobby charles,bobby charles,1,False,False,,,0.0,
bobby creekwater,bobby creekwater,1,False,False,,,0.0,
bobby kapp,bobby kapp,1,False,False,,,0.0,
bobby krlic,bobby krlic,1,False,False,,,0.0,
bodyguard,bodyguard,1,False,False,,,0.0,
bomb,bomb,1,False,False,,,0.0,
bomb the bass,bomb the bass,1,False,False,,,0.0,
bomba estreo,bomba estreo,1,False,False,,,0.0,
bombino,bombino,1,False,False,,,0.0,
bone sickness,bone sickness,1,False,False,,,0.0,
"bonnie ""prince"" billy","bonnie ""prince"" billy",1,False,False,,,0.0,
boody,boody,1,False,False,,,0.0,
boof,boof,1,False,False,,,0.0,
boogarins,boogarins,1,False,False,,,0.0,
books on tape,books on tape,1,False,False,,,0.0,
boom box 2000,boom box 2000,1,False,False,,,0.0,
borden,borden,1,False,False,,,0.0,
bored nothing,bored nothing,1,False,False,,,0.0,
born gold,born gold,1,False,False,,,0.0,
born heller,born heller,1,False,False,,,0.0,
boscoe,boscoe,1,False,False,,,0.0,
bosque brown,bosque brown,1,False,False,,,0.0,
bosse-de-nage,bosse-de-nage,1,False,False,,,0.0,
botany,botany,1,False,False,,,0.0,
bottin,bottin,1,False,False,,,0.0,
bottle rockets,bottle rockets,1,False,False,,,0.0,
bows,bows,1,False,False,,,0.0,
box elders,box elders,1,False,False,,,0.0,
boxcutter,boxcutter,1,False,False,,,0.0,
boxhead ensemble,boxhead ensemble,1,False,False,,,0.0,
boxstep,boxstep,1,False,False,,,0.0,
boy kill boy,boy kill boy,1,False,False,,,0.0,
boyd rice,boyd rice,1,False,False,,,0.0,
boylion,boylion,1,False,False,,,0.0,
br. danielson,br. danielson,1,False,False,,,0.0,
bracken,bracken,1,False,False,,,0.0,
brad fiedel,brad fiedel,1,False,False,,,0.0,
brand nubian,brand nubian,1,False,False,,,0.0,
brandon flowers,brandon flowers,1,False,False,,,0.0,
brandon wiard,brandon wiard,1,False,False,,,0.0,
brandt brauer frick,brandt brauer frick,1,False,False,,,0.0,
brass,brass,1,False,False,,,0.0,
brass unbound,brass unbound,1,False,False,,,0.0,
brassy,brassy,1,False,False,,,0.0,
bratmobile,bratmobile,1,False,False,,,0.0,
brave irene,brave irene,1,False,False,,,0.0,
bravehearts,bravehearts,1,False,False,,,0.0,
brazos,brazos,1,False,False,,,0.0,
breakfast in fur,breakfast in fur,1,False,False,,,0.0,
breathe owl breathe,breathe owl breathe,1,False,False,,,0.0,
breather resist,breather resist,1,False,False,,,0.0,
brendan walls,brendan walls,1,False,False,,,0.0,
brent hinds,brent hinds,1,False,False,,,0.0,
brethren of the free spirit,brethren of the free spirit,1,False,False,,,0.0,
breton,breton,1,False,False,,,0.0,
brian allen,brian allen,1,False,False,,,0.0,
brian chippendale,brian chippendale,1,False,False,,,0.0,
brian posehn,brian posehn,1,False,False,,,0.0,
brian reitzell,brian reitzell,1,False,False,,,0.0,
briana marela,briana marela,1,False,False,,,0.0,
bride of no no,bride of no no,1,False,False,,,0.0,
bright,bright,1,False,False,,,0.0,
brigid mae power,brigid mae power,1,False,False,,,0.0,
britt daniel,britt daniel,1,False,False,,,0.0,
brock van wey,brock van wey,1,False,False,,,0.0,
brodinski,brodinski,1,False,False,,,0.0,
broken family band,broken family band,1,False,False,,,0.0,
broken social scene presents: brendan canning,broken social scene presents: brendan canning,1,False,False,,,0.0,
broken water,broken water,1,False,False,,,0.0,
brood ma,brood ma,1,False,False,,,0.0,
brookzill!,brookzill!,1,False,False,,,0.0,
brother jt,brother jt,1,False,False,,,0.0,
brother reade,brother reade,1,False,False,,,0.0,
brothers,brothers,1,False,False,,,0.0,
brothomstates,brothomstates,1,False,False,,,0.0,
brown,brown,1,False,False,,,0.0,
brown recluse,brown recluse,1,False,False,,,0.0,
bruce brubaker,bruce brubaker,1,False,False,,,0.0,
bruno pronsato,bruno pronsato,1,False,False,,,0.0,
brute,brute,1,False,False,,,0.0,
bryan scary,bryan scary,1,False,False,,,0.0,
bryce hackford,bryce hackford,1,False,False,,,0.0,
bubba sparxxx,bubba sparxxx,1,False,False,,,0.0,
buddy holly,buddy holly,1,False,False,,,0.0,
buffalo tom,buffalo tom,1,False,False,,,0.0,
build an ark,build an ark,1,False,False,,,0.0,
bullfrog,bullfrog,1,False,False,,,0.0,
bully,bully,1,False,False,,,0.0,
bully fae,bully fae,1,False,False,,,0.0,
bumblebeez 81,bumblebeez 81,1,False,False,,,0.0,
bumps,bumps,1,False,False,,,0.0,
bunky,bunky,1,False,False,,,0.0,
bunnybrains,bunnybrains,1,False,False,,,0.0,
burning witch,burning witch,1,False,False,,,0.0,
burnside project,burnside project,1,False,False,,,0.0,
burnt friedman,burnt friedman,1,False,False,,,0.0,
burt bacharach,burt bacharach,1,False,False,,,0.0,
burzum,burzum,1,False,False,,,0.0,
bustle,bustle,1,False,False,,,0.0,
"buzz ""king buzzo"" osborne","buzz ""king buzzo"" osborne",1,False,False,,,0.0,
bvdub,bvdub,1,False,False,,,0.0,
byard lancaster,byard lancaster,1,False,False,,,0.0,
c. spencer yeh,c. spencer yeh,1,False,False,,,0.0,
c.c.c.c.,c.c.c.c.,1,False,False,,,0.0,
cabaret voltaire,cabaret voltaire,1,False,False,,,0.0,
caesura,caesura,1,False,False,,,0.0,
caf tacuba,caf tacuba,1,False,False,,,0.0,
caithlin de marrais,caithlin de marrais,1,False,False,,,0.0,
caitlin cary,caitlin cary,1,False,False,,,0.0,
caitlin rose,caitlin rose,1,False,False,,,0.0,
cajun dance party,cajun dance party,1,False,False,,,0.0,
cakes da killa,cakes da killa,1,False,False,,,0.0,
calamalka,calamalka,1,False,False,,,0.0,
call me lightning,call me lightning,1,False,False,,,0.0,
call of the void,call of the void,1,False,False,,,0.0,
call super,call super,1,False,False,,,0.0,
calvin johnson,calvin johnson,1,False,False,,,0.0,
cam,cam,1,False,False,,,0.0,
camp cope,camp cope,1,False,False,,,0.0,
cana,cana,1,False,False,,,0.0,
canada,canada,1,False,False,,,0.0,
candida royalle,candida royalle,1,False,False,,,0.0,
candiria,candiria,1,False,False,,,0.0,
candy bars,candy bars,1,False,False,,,0.0,
cankun,cankun,1,False,False,,,0.0,
canooooopy,canooooopy,1,False,False,,,0.0,
cant,cant,1,False,False,,,0.0,
canyon,canyon,1,False,False,,,0.0,
capitol city dusters,capitol city dusters,1,False,False,,,0.0,
capsule,capsule,1,False,False,,,0.0,
captain murphy,captain murphy,1,False,False,,,0.0,
car bomb,car bomb,1,False,False,,,0.0,
cara stacey,cara stacey,1,False,False,,,0.0,
carbon,carbon,1,False,False,,,0.0,
carcass,carcass,1,False,False,,,0.0,
cardia,cardia,1,False,False,,,0.0,
cardinal,cardinal,1,False,False,,,0.0,
carl broemel,carl broemel,1,False,False,,,0.0,
carl hultgren,carl hultgren,1,False,False,,,0.0,
carla bley,carla bley,1,False,False,,,0.0,
carla bozulich,carla bozulich,1,False,False,,,0.0,
carla dal forno,carla dal forno,1,False,False,,,0.0,
carlos nio,carlos nio,1,False,False,,,0.0,
carmen villain,carmen villain,1,False,False,,,0.0,
carol bui,carol bui,1,False,False,,,0.0,
caroleen beatty,caroleen beatty,1,False,False,,,0.0,
caroline,caroline,1,False,False,,,0.0,
carpet musics,carpet musics,1,False,False,,,0.0,
carter tutti,carter tutti,1,False,False,,,0.0,
carter tutti void,carter tutti void,1,False,False,,,0.0,
case,case,1,False,False,,,0.0,
casey dienel,casey dienel,1,False,False,,,0.0,
casey veggies,casey veggies,1,False,False,,,0.0,
casino versus japan,casino versus japan,1,False,False,,,0.0,
casper,casper,1,False,False,,,0.0,
cassetteboy,cassetteboy,1,False,False,,,0.0,
cassettes won't listen,cassettes won't listen,1,False,False,,,0.0,
castevet,castevet,1,False,False,,,0.0,
cat's eyes,cat's eyes,1,False,False,,,0.0,
cathedral,cathedral,1,False,False,,,0.0,
catherine howe,catherine howe,1,False,False,,,0.0,
catherine irwin,catherine irwin,1,False,False,,,0.0,
catherine wheel,catherine wheel,1,False,False,,,0.0,
cats in paris,cats in paris,1,False,False,,,0.0,
cats on fire,cats on fire,1,False,False,,,0.0,
cause co-motion!,cause co-motion!,1,False,False,,,0.0,
caustic window,caustic window,1,False,False,,,0.0,
cavanaugh,cavanaugh,1,False,False,,,0.0,
cavern of anti-matter,cavern of anti-matter,1,False,False,,,0.0,
cecil taylor,cecil taylor,1,False,False,,,0.0,
cedric im brooks,cedric im brooks,1,False,False,,,0.0,
ceej,ceej,1,False,False,,,0.0,
cellars,cellars,1,False,False,,,0.0,
centaur,centaur,1,False,False,,,0.0,
ceramic tl,ceramic tl,1,False,False,,,0.0,
cerebral ballzy,cerebral ballzy,1,False,False,,,0.0,
cerys matthews,cerys matthews,1,False,False,,,0.0,
chad valley,chad valley,1,False,False,,,0.0,
chains of love,chains of love,1,False,False,,,0.0,
chalk circle,chalk circle,1,False,False,,,0.0,
challenger,challenger,1,False,False,,,0.0,
chamber strings,chamber strings,1,False,False,,,0.0,
chamillionaire,chamillionaire,1,False,False,,,0.0,
champagne kiss,champagne kiss,1,False,False,,,0.0,
chance,chance,1,False,False,,,0.0,
chancha via circuito,chancha via circuito,1,False,False,,,0.0,
chandeliers,chandeliers,1,False,False,,,0.0,
chaos echoes,chaos echoes,1,False,False,,,0.0,
chappaquiddick skyline,chappaquiddick skyline,1,False,False,,,0.0,
chariots,chariots,1,False,False,,,0.0,
charity empressa,charity empressa,1,False,False,,,0.0,
charlatans uk,charlatans uk,1,False,False,,,0.0,
charlene,charlene,1,False,False,,,0.0,
charles atlas,charles atlas,1,False,False,,,0.0,
charles cohen,charles cohen,1,False,False,,,0.0,
charles hamilton,charles hamilton,1,False,False,,,0.0,
charles spearin,charles spearin,1,False,False,,,0.0,
charlie hilton,charlie hilton,1,False,False,,,0.0,
charlotte day wilson,charlotte day wilson,1,False,False,,,0.0,
charmparticles,charmparticles,1,False,False,,,0.0,
chavez,chavez,1,False,False,,,0.0,
cheap trick,cheap trick,1,False,False,,,0.0,
cheatahs,cheatahs,1,False,False,,,0.0,
check engine,check engine,1,False,False,,,0.0,
cheena,cheena,1,False,False,,,0.0,
cheer-accident,cheer-accident,1,False,False,,,0.0,
cheeseburger,cheeseburger,1,False,False,,,0.0,
chelsea light moving,chelsea light moving,1,False,False,,,0.0,
cherry valence,cherry valence,1,False,False,,,0.0,
cherubino,cherubino,1,False,False,,,0.0,
ches smith,ches smith,1,False,False,,,0.0,
chessie,chessie,1,False,False,,,0.0,
chevel,chevel,1,False,False,,,0.0,
chicago underground quartet,chicago underground quartet,1,False,False,,,0.0,
chicago underground trio,chicago underground trio,1,False,False,,,0.0,
chicha libre,chicha libre,1,False,False,,,0.0,
chicken lips,chicken lips,1,False,False,,,0.0,
chiddy bang,chiddy bang,1,False,False,,,0.0,
chief,chief,1,False,False,,,0.0,
chihei hatakeyama,chihei hatakeyama,1,False,False,,,0.0,
chikamorachi,chikamorachi,1,False,False,,,0.0,
chikita violenta,chikita violenta,1,False,False,,,0.0,
child abuse,child abuse,1,False,False,,,0.0,
child's view,child's view,1,False,False,,,0.0,
childbirth,childbirth,1,False,False,,,0.0,
childhood,childhood,1,False,False,,,0.0,
children,children,1,False,False,,,0.0,
chilly gonzales,chilly gonzales,1,False,False,,,0.0,
chimurenga renaissance,chimurenga renaissance,1,False,False,,,0.0,
china,china,1,False,False,,,0.0,
chitlin' fooks,chitlin' fooks,1,False,False,,,0.0,
chllngr,chllngr,1,False,False,,,0.0,
chocolate genius,chocolate genius,1,False,False,,,0.0,
choir,choir,1,False,False,,,0.0,
choir of young believers,choir of young believers,1,False,False,,,0.0,
chok rock,chok rock,1,False,False,,,0.0,
chris bell,chris bell,1,False,False,,,0.0,
chris brokaw,chris brokaw,1,False,False,,,0.0,
chris clark,chris clark,1,False,False,,,0.0,
chris corsano,chris corsano,1,False,False,,,0.0,
chris corsano band,chris corsano band,1,False,False,,,0.0,
chris cutler,chris cutler,1,False,False,,,0.0,
chris darrow,chris darrow,1,False,False,,,0.0,
chris delaurenti,chris delaurenti,1,False,False,,,0.0,
chris knox,chris knox,1,False,False,,,0.0,
chris lee,chris lee,1,False,False,,,0.0,
chris richards,chris richards,1,False,False,,,0.0,
chris smith,chris smith,1,False,False,,,0.0,
chris walla,chris walla,1,False,False,,,0.0,
chrissie hynde,chrissie hynde,1,False,False,,,0.0,
chrissy murderbot,chrissy murderbot,1,False,False,,,0.0,
christabelle,christabelle,1,False,False,,,0.0,
christian kleine,christian kleine,1,False,False,,,0.0,
christian mistress,christian mistress,1,False,False,,,0.0,
christian naujoks,christian naujoks,1,False,False,,,0.0,
christian rich,christian rich,1,False,False,,,0.0,
christina rosenvinge,christina rosenvinge,1,False,False,,,0.0,
christina vantzou,christina vantzou,1,False,False,,,0.0,
christine,christine,1,False,False,,,0.0,
christmas island,christmas island,1,False,False,,,0.0,
christopher bissonnette,christopher bissonnette,1,False,False,,,0.0,
christopher denny,christopher denny,1,False,False,,,0.0,
chrome,chrome,1,False,False,,,0.0,
chrome canyon,chrome canyon,1,False,False,,,0.0,
chuck inglish,chuck inglish,1,False,False,,,0.0,
chumped,chumped,1,False,False,,,0.0,
ciafrica,ciafrica,1,False,False,,,0.0,
cibo matto,cibo matto,1,False,False,,,0.0,
cid rim,cid rim,1,False,False,,,0.0,
cinema red,cinema red,1,False,False,,,0.0,
cinemechanica,cinemechanica,1,False,False,,,0.0,
circlesquare,circlesquare,1,False,False,,,0.0,
circulus,circulus,1,False,False,,,0.0,
cities,cities,1,False,False,,,0.0,
city center,city center,1,False,False,,,0.0,
clairvoyants,clairvoyants,1,False,False,,,0.0,
clarke,clarke,1,False,False,,,0.0,
claro intelecto,claro intelecto,1,False,False,,,0.0,
clear tigers,clear tigers,1,False,False,,,0.0,
cliffie swan,cliffie swan,1,False,False,,,0.0,
climax golden twins,climax golden twins,1,False,False,,,0.0,
clint mansell,clint mansell,1,False,False,,,0.0,
clipd beaks,clipd beaks,1,False,False,,,0.0,
cloak,cloak,1,False,False,,,0.0,
cloakroom,cloakroom,1,False,False,,,0.0,
clockcleaner,clockcleaner,1,False,False,,,0.0,
clor,clor,1,False,False,,,0.0,
close,close,1,False,False,,,0.0,
cloud rat,cloud rat,1,False,False,,,0.0,
clouds,clouds,1,False,False,,,0.0,
clubfeet,clubfeet,1,False,False,,,0.0,
clubroot,clubroot,1,False,False,,,0.0,
clue to kalo,clue to kalo,1,False,False,,,0.0,
clues,clues,1,False,False,,,0.0,
cluster ensemble,cluster ensemble,1,False,False,,,0.0,
clutch,clutch,1,False,False,,,0.0,
co.,co.,1,False,False,,,0.0,
coasting,coasting,1,False,False,,,0.0,
cobalt,cobalt,1,False,False,,,0.0,
cobra high,cobra high,1,False,False,,,0.0,
cocaine 80s,cocaine 80s,1,False,False,,,0.0,
coconut records,coconut records,1,False,False,,,0.0,
code of honor,code of honor,1,False,False,,,0.0,
codec scovill,codec scovill,1,False,False,,,0.0,
codeine,codeine,1,False,False,,,0.0,
coil,coil,1,False,False,,,0.0,
cold pumas,cold pumas,1,False,False,,,0.0,
cold sides,cold sides,1,False,False,,,0.0,
coldair,coldair,1,False,False,,,0.0,
collapsar,collapsar,1,False,False,,,0.0,
coloccia,coloccia,1,False,False,,,0.0,
com.a,com.a,1,False,False,,,0.0,
communiqu,communiqu,1,False,False,,,0.0,
companion,companion,1,False,False,,,0.0,
company flow,company flow,1,False,False,,,0.0,
computer soup,computer soup,1,False,False,,,0.0,
conan,conan,1,False,False,,,0.0,
condo fucks,condo fucks,1,False,False,,,0.0,
conrad keely,conrad keely,1,False,False,,,0.0,
consequence,consequence,1,False,False,,,0.0,
console,console,1,False,False,,,0.0,
controlled bleeding,controlled bleeding,1,False,False,,,0.0,
convocation of,convocation of,1,False,False,,,0.0,
cool uncle,cool uncle,1,False,False,,,0.0,
copeland,copeland,1,False,False,,,0.0,
copenhagen art ensemble,copenhagen art ensemble,1,False,False,,,0.0,
coptic light,coptic light,1,False,False,,,0.0,
copywrite,copywrite,1,False,False,,,0.0,
coquettish,coquettish,1,False,False,,,0.0,
corinne bailey rae,corinne bailey rae,1,False,False,,,0.0,
corrections house,corrections house,1,False,False,,,0.0,
correcto,correcto,1,False,False,,,0.0,
corrosion of conformity,corrosion of conformity,1,False,False,,,0.0,
cortney tidwell,cortney tidwell,1,False,False,,,0.0,
cost,cost,1,False,False,,,0.0,
cougar,cougar,1,False,False,,,0.0,
coughee brothaz,coughee brothaz,1,False,False,,,0.0,
coughs,coughs,1,False,False,,,0.0,
country teasers,country teasers,1,False,False,,,0.0,
courtney love,courtney love,1,False,False,,,0.0,
cousteau,cousteau,1,False,False,,,0.0,
coyote bones,coyote bones,1,False,False,,,0.0,
cozz,cozz,1,False,False,,,0.0,
cracker,cracker,1,False,False,,,0.0,
craig armstrong,craig armstrong,1,False,False,,,0.0,
craig taborn,craig taborn,1,False,False,,,0.0,
crain,crain,1,False,False,,,0.0,
crash of rhinos,crash of rhinos,1,False,False,,,0.0,
crater,crater,1,False,False,,,0.0,
craw,craw,1,False,False,,,0.0,
creation rebel,creation rebel,1,False,False,,,0.0,
creep,creep,1,False,False,,,0.0,
creepoid,creepoid,1,False,False,,,0.0,
crescent,crescent,1,False,False,,,0.0,
crime,crime,1,False,False,,,0.0,
crippled black phoenix,crippled black phoenix,1,False,False,,,0.0,
crispy ambulance,crispy ambulance,1,False,False,,,0.0,
cristina,cristina,1,False,False,,,0.0,
criteria,criteria,1,False,False,,,0.0,
croatian amor,croatian amor,1,False,False,,,0.0,
crooked man,crooked man,1,False,False,,,0.0,
crookers,crookers,1,False,False,,,0.0,
cross record,cross record,1,False,False,,,0.0,
crosss,crosss,1,False,False,,,0.0,
crowbar,crowbar,1,False,False,,,0.0,
crown city rockers,crown city rockers,1,False,False,,,0.0,
cruiser,cruiser,1,False,False,,,0.0,
crying,crying,1,False,False,,,0.0,
crypt sermon,crypt sermon,1,False,False,,,0.0,
cryptacize,cryptacize,1,False,False,,,0.0,
cubic zirconia,cubic zirconia,1,False,False,,,0.0,
cullen omori,cullen omori,1,False,False,,,0.0,
cult leader,cult leader,1,False,False,,,0.0,
cult of luna,cult of luna,1,False,False,,,0.0,
culted,culted,1,False,False,,,0.0,
culture,culture,1,False,False,,,0.0,
cunninlynguists,cunninlynguists,1,False,False,,,0.0,
curse of the golden vampire,curse of the golden vampire,1,False,False,,,0.0,
cursor miner,cursor miner,1,False,False,,,0.0,
curt kirkwood,curt kirkwood,1,False,False,,,0.0,
cute heels,cute heels,1,False,False,,,0.0,
cuushe,cuushe,1,False,False,,,0.0,
cybotron,cybotron,1,False,False,,,0.0,
cyclopean,cyclopean,1,False,False,,,0.0,
cylob,cylob,1,False,False,,,0.0,
cymbals,cymbals,1,False,False,,,0.0,
cynthia dall,cynthia dall,1,False,False,,,0.0,
d. lissvik,d. lissvik,1,False,False,,,0.0,
d. matz,d. matz,1,False,False,,,0.0,
d. rider,d. rider,1,False,False,,,0.0,
d. yellow swans,d. yellow swans,1,False,False,,,0.0,
d.a.r.k.,d.a.r.k.,1,False,False,,,0.0,
dabke,dabke,1,False,False,,,0.0,
daddy kev,daddy kev,1,False,False,,,0.0,
dads,dads,1,False,False,,,0.0,
daevid allen's university of errors,daevid allen's university of errors,1,False,False,,,0.0,
daftside,daftside,1,False,False,,,0.0,
dag nasty,dag nasty,1,False,False,,,0.0,
dagger,dagger,1,False,False,,,0.0,
daikaiju,daikaiju,1,False,False,,,0.0,
dale earnhardt jr. jr.,dale earnhardt jr. jr.,1,False,False,,,0.0,
dam mantle,dam mantle,1,False,False,,,0.0,
dama,dama,1,False,False,,,0.0,
damaged bug,damaged bug,1,False,False,,,0.0,
dame fate,dame fate,1,False,False,,,0.0,
damero,damero,1,False,False,,,0.0,
damian lazarus,damian lazarus,1,False,False,,,0.0,
damon mcmahon,damon mcmahon,1,False,False,,,0.0,
dan auerbach,dan auerbach,1,False,False,,,0.0,
dan bodan,dan bodan,1,False,False,,,0.0,
dan bryk,dan bryk,1,False,False,,,0.0,
dan le sac vs. scroobius pip,dan le sac vs. scroobius pip,1,False,False,,,0.0,
dan melchior und das menace,dan melchior und das menace,1,False,False,,,0.0,
dan the automator,dan the automator,1,False,False,,,0.0,
dan'l boone,dan'l boone,1,False,False,,,0.0,
dananananaykroyd,dananananaykroyd,1,False,False,,,0.0,
daniel avery,daniel avery,1,False,False,,,0.0,
daniel littleton,daniel littleton,1,False,False,,,0.0,
daniel lopatin,daniel lopatin,1,False,False,,,0.0,
daniel romano,daniel romano,1,False,False,,,0.0,
daniel rossen,daniel rossen,1,False,False,,,0.0,
daniel.t.,daniel.t.,1,False,False,,,0.0,
daniele baldelli,daniele baldelli,1,False,False,,,0.0,
daniele luppi,daniele luppi,1,False,False,,,0.0,
danny l harle,danny l harle,1,False,False,,,0.0,
danny paul grody,danny paul grody,1,False,False,,,0.0,
danny!,danny!,1,False,False,,,0.0,
danzig,danzig,1,False,False,,,0.0,
daphne oram,daphne oram,1,False,False,,,0.0,
daphni,daphni,1,False,False,,,0.0,
darcy james argue's secret society,darcy james argue's secret society,1,False,False,,,0.0,
darediablo,darediablo,1,False,False,,,0.0,
dark party,dark party,1,False,False,,,0.0,
dark sky,dark sky,1,False,False,,,0.0,
darkel,darkel,1,False,False,,,0.0,
darkspace,darkspace,1,False,False,,,0.0,
